Date,Price,Open,High,Low,Vol.,Change %
11/10/2020,130.51,134.87,134.87,129.1,3.45M,0.01%
11/09/2020,130.5,128.1,130.94,128.02,2.64M,1.95%
11/06/2020,128,131.44,131.88,127.05,522.56K,-1.92%
11/05/2020,130.5,129.89,131.4,129.16,1.01M,1.16%
11/04/2020,129,131.9,131.9,128.5,719.91K,-1.18%
11/03/2020,130.54,126.9,132,126.9,2.27M,3.97%
11/02/2020,125.55,129.99,130,125.25,978.77K,-3.42%
10/29/2020,130,132.1,133.5,126.75,2.21M,-2.34%
10/28/2020,133.11,135.25,136.8,133.06,781.06K,-2.12%
10/27/2020,136,138.8,138.98,132.2,962.60K,-1.81%
10/26/2020,138.5,139.5,139.8,137.5,431.58K,-0.36%
10/23/2020,139,139.45,140.34,138.6,520.12K,0.62%
10/22/2020,138.15,140.5,141.5,138.15,1.31M,-0.97%
10/21/2020,139.5,139.07,140.15,138.52,652.74K,-0.18%
10/20/2020,139.75,137.11,140.35,137.11,2.41M,1.27%
10/19/2020,138,138.5,139.99,135.42,899.79K,-0.44%
10/16/2020,138.61,133.88,139.5,130.11,3.58M,4.45%
10/15/2020,132.7,134.35,135.8,132.16,526.50K,-1.69%
10/14/2020,134.98,135,135,133.25,201.25K,0.73%
10/13/2020,134,134.44,135.69,132.75,622.39K,0.08%
10/12/2020,133.89,136.65,138.3,133,1.08M,-2.16%
10/09/2020,136.85,132.85,136.85,131.3,849.74K,3.28%
10/08/2020,132.5,130.9,132.9,129.1,375.32K,1.15%
10/07/2020,131,131.74,132,128.5,523.15K,0.89%
10/06/2020,129.85,130,130.9,126.6,387.17K,0.27%
10/05/2020,129.5,131.88,131.88,128,514.83K,-0.77%
10/02/2020,130.5,133,134.5,130.5,479.94K,-1.37%
10/01/2020,132.31,130,134.34,130,682.52K,1.04%
09/30/2020,130.95,131.9,132.1,129.02,818.89K,-0.04%
09/29/2020,131,127.84,131.72,125.25,445.92K,1.16%
09/28/2020,129.5,133.44,134,127.32,807.47K,-3.22%
09/25/2020,133.81,132,134.4,130.71,546.93K,1.37%
09/24/2020,132,132.99,132.99,130.6,641.82K,-0.38%
09/23/2020,132.5,130.5,133.31,130.5,287.72K,1.30%
09/22/2020,130.8,131.99,132.4,130.8,508.36K,-1.65%
09/21/2020,133,134.49,134.49,132.51,231.70K,-0.91%
09/18/2020,134.22,134,135,132.5,1.11M,0.35%
09/17/2020,133.75,134.89,134.9,133.1,608.45K,-0.55%
09/16/2020,134.49,135.13,135.85,133.15,547.28K,-0.75%
09/15/2020,135.5,136,137.5,135.1,390.99K,-0.74%
09/14/2020,136.51,136,137.02,135.26,436.15K,0.60%
09/11/2020,135.7,135.51,138.5,134.5,3.08M,0.51%
09/10/2020,135.01,133.9,137.15,133.5,1.34M,1.51%
09/09/2020,133,130.75,134.6,129.52,1.05M,2.15%
09/08/2020,130.2,132.49,133.49,130.2,1.33M,-1.36%
09/07/2020,132,133.05,134.4,131.75,1.68M,-1.01%
09/04/2020,133.35,133.78,134.44,132.11,702.76K,-0.11%
09/03/2020,133.5,134.31,136.88,133.03,1.04M,-0.38%
09/02/2020,134.01,133.6,136,132.51,939.52K,0.76%
09/01/2020,133,135,135,131,1.79M,-0.38%
08/31/2020,133.51,135.55,137.5,133.25,1.91M,-1.46%
08/28/2020,135.49,136,136.7,134.5,184.34K,-0.24%
08/27/2020,135.81,135.49,138.2,134.6,1.66M,0.38%
08/26/2020,135.3,128.45,135.6,127.25,2.82M,6.49%
08/25/2020,127.06,126.25,127.99,124.55,1.20M,1.97%
08/24/2020,124.6,124,126.15,123.5,438.25K,0.28%
08/21/2020,124.25,123.89,125.2,122.12,445.63K,1.02%
08/20/2020,123,122.5,124.1,121.9,882.97K,0.02%
08/19/2020,122.97,122.99,123.9,122,371.39K,0.51%
08/18/2020,122.35,124.99,125.48,122,1.09M,-1.33%
08/17/2020,124,128,128,123.01,925.82K,-2.78%
08/13/2020,127.55,129.75,129.75,127.5,336.03K,-1.04%
08/12/2020,128.89,130.11,130.98,128.5,847.55K,-0.78%
08/11/2020,129.9,126,130.5,126,1.53M,1.88%
08/10/2020,127.5,128.99,129,125.02,585.66K,0.39%
08/07/2020,127,129.98,129.98,126.5,1.58M,-1.93%
08/06/2020,129.5,130.95,132,127.52,1.73M,0.35%
08/05/2020,129.05,128.7,130.99,128.1,1.20M,0.27%
08/04/2020,128.7,127.9,133.5,127.05,3.66M,0.16%
08/03/2020,128.5,122.53,129.48,121,2.71M,5.11%
07/30/2020,122.25,121.95,123,120.61,715.59K,0.21%
07/29/2020,121.99,124.68,124.7,120.26,1.45M,-0.74%
07/28/2020,122.9,122.8,125.35,122.05,2.14M,0.33%
07/27/2020,122.49,118,122.8,116.5,3.88M,5.53%
07/24/2020,116.07,110.7,119.43,108.6,8.34M,4.70%
07/23/2020,110.86,112,114.01,110.5,2.56M,-0.31%
07/22/2020,111.21,110.51,112,108.5,2.71M,1.10%
07/21/2020,110,109,110.98,108.81,3.83M,1.38%
07/20/2020,108.5,109,110.9,108.01,1.80M,0.19%
07/17/2020,108.29,109.79,110.3,108,931.59K,-1.02%
07/16/2020,109.41,109,109.41,107.15,1.30M,2.06%
07/15/2020,107.2,107.87,107.88,106.1,588.98K,-0.28%
07/14/2020,107.5,107.6,108.5,106.5,1.08M,0.47%
07/13/2020,107,108,109.5,106.46,3.17M,0.01%
07/10/2020,106.99,106.65,107.78,105.02,1.03M,0.18%
07/09/2020,106.8,104.97,107,104.6,2.42M,2.80%
07/08/2020,103.89,98.6,103.9,98.6,6.31M,5.37%
07/07/2020,98.6,98.5,99.8,98.1,2.04M,0.10%
07/06/2020,98.5,98.5,99,97.25,530.81K,1.00%
07/03/2020,97.52,97.25,98.4,97.02,531.75K,0.55%
07/02/2020,96.99,96.88,98.1,96.02,2.52M,0.72%
07/01/2020,96.3,96.8,96.9,95.8,876.57K,0.21%
06/30/2020,96.1,96.1,98,95.74,4.18M,0.10%
06/29/2020,96,96,96.59,95.26,1.15M,0.42%
06/26/2020,95.6,97,97.49,95.5,771.46K,-1.44%
06/25/2020,97,98.25,98.25,96.5,653.60K,-0.78%
06/24/2020,97.76,98.98,99.5,97.75,524.21K,-1.33%
06/23/2020,99.08,99,100,98.25,700.35K,0.11%
06/22/2020,98.97,99,99.25,97,825.37K,-0.05%
06/19/2020,99.02,100,100,97.5,421.51K,-0.78%
06/18/2020,99.8,99.71,99.95,98.75,504.70K,1.22%
06/17/2020,98.6,100.5,101.75,97.5,3.12M,-1.10%
06/16/2020,99.7,98.26,100.5,98.26,418.64K,1.22%
06/15/2020,98.5,101,101,98.25,1.08M,-1.61%
06/12/2020,100.11,102.5,102.5,100.11,1.71M,-3.28%
06/11/2020,103.5,105,105.52,103.25,2.21M,-0.86%
06/10/2020,104.4,101.99,105.68,100.85,3.48M,2.36%
06/09/2020,101.99,102,103,100.61,5.32M,0.63%
06/08/2020,101.35,100.36,102.7,99.21,2.25M,1.21%
06/05/2020,100.14,100,100.94,99.55,483.74K,0.39%
06/04/2020,99.75,100.69,101,99.35,1.81M,-0.75%
06/03/2020,100.5,102.5,103.7,100.15,3.34M,-1.00%
06/02/2020,101.52,98,103.25,97.61,5.78M,3.84%
06/01/2020,97.77,96.61,98.88,96.01,1.72M,0.27%
05/29/2020,97.51,96.99,98,95.25,2.14M,1.57%
05/28/2020,96,97.01,97.5,95.01,1.09M,-1.94%
05/21/2020,97.9,98.37,98.37,97,610.77K,0.10%
05/20/2020,97.8,98.65,98.65,97.21,527.05K,-0.25%
05/19/2020,98.05,96.51,99.74,96.5,1.44M,1.24%
05/18/2020,96.85,98.01,98.01,96.11,845.98K,-1.17%
05/15/2020,98,97.01,99,97,855.39K,0.46%
05/14/2020,97.55,99.86,99.86,97.31,883.99K,-1.27%
05/13/2020,98.8,98.26,100.89,98.26,3.95M,1.87%
05/12/2020,96.99,95.5,97.69,94.1,2.77M,2.09%
05/11/2020,95,96.5,96.5,94.41,1.07M,-1.14%
05/08/2020,96.1,97,97.5,94.25,2.74M,-0.10%
05/07/2020,96.2,95,98.5,94,5.02M,1.50%
05/06/2020,94.78,98,98,94,3.03M,-2.67%
05/05/2020,97.38,99.6,100.5,97,1.85M,-2.03%
05/04/2020,99.4,100.8,100.8,99.01,700.13K,-1.26%
04/30/2020,100.67,101,102.1,100,1.52M,0.35%
04/29/2020,100.32,101.98,102,100,670.45K,-0.71%
04/28/2020,101.04,101.89,102.5,100.52,523.26K,-0.83%
04/27/2020,101.89,102.84,102.84,100,565.72K,-0.29%
04/24/2020,102.19,101.93,103.5,101.25,844.23K,0.26%
04/23/2020,101.92,101.5,103,98.99,3.91M,0.04%
04/22/2020,101.88,104,105.89,101,6.19M,-2.61%
04/21/2020,104.61,107,109.2,104,2.59M,-2.70%
04/20/2020,107.51,107,108.5,104.51,3.16M,1.95%
04/17/2020,105.45,104.1,110,103.5,3.07M,0.51%
04/16/2020,104.91,106.6,107.35,104,502.50K,-1.32%
04/15/2020,106.31,107.25,108.5,105.4,1.49M,-0.27%
04/14/2020,106.6,107,109,106,627.12K,0.55%
04/13/2020,106.02,107.7,107.77,104.7,741.94K,-2.78%
04/10/2020,109.05,108.4,109.5,106,565.23K,0.54%
04/09/2020,108.46,108,109.97,107.61,3.05M,1.68%
04/08/2020,106.67,106.56,108,100.51,998.24K,-1.26%
04/07/2020,108.03,104.7,108.9,104.7,1.64M,3.92%
04/06/2020,103.95,108,108.5,103,1.49M,-4.55%
04/03/2020,108.9,108,111.5,106.5,2.31M,1.85%
04/02/2020,106.92,102,107.9,101.02,4.07M,4.10%
04/01/2020,102.71,103,104.5,100,1.28M,-0.50%
03/31/2020,103.23,100.9,106.5,97.55,1.82M,3.57%
03/30/2020,99.67,100.06,100.99,95.6,854.40K,-0.39%
03/27/2020,100.06,101.92,102.75,95.5,1.74M,-1.82%
03/26/2020,101.92,93,103.5,93,1.25M,3.46%
03/25/2020,98.51,98.49,100,98.49,1.74M,-7.48%
03/24/2020,106.47,106.47,106.47,106.47,250.20K,-7.50%
03/20/2020,115.1,116,116.15,106,2.94M,6.10%
03/19/2020,108.48,100.86,113,100.86,3.12M,-1.63%
03/18/2020,110.28,116,119,110.28,1.35M,-7.50%
03/17/2020,119.22,123,128,119.22,1.77M,-7.50%
03/16/2020,128.88,133.07,136,128.88,1.15M,-7.49%
03/13/2020,139.32,134.8,142,128.11,1.96M,1.14%
03/12/2020,137.75,145.02,145.02,137.49,1.95M,-6.82%
03/11/2020,147.83,146.01,151.5,146,2.05M,1.80%
03/10/2020,145.21,138.96,147,138,2.32M,4.50%
03/09/2020,138.96,138.96,139.95,138.96,1.10M,-6.99%
03/06/2020,149.41,154,154.5,148.49,1.00M,-3.33%
03/05/2020,154.56,160.7,162.75,153.11,1.50M,-3.21%
03/04/2020,159.68,160,160.35,157.2,301.20K,-0.27%
03/03/2020,160.11,160.77,162.95,159.01,1.03M,0.09%
03/02/2020,159.97,159,161,157.1,1.38M,2.03%
02/28/2020,156.79,157.77,159.9,155,964.30K,-1.78%
02/27/2020,159.63,156.01,162.24,151,956.40K,1.17%
02/26/2020,157.79,159,161,154.5,718.90K,-0.64%
02/25/2020,158.81,159.9,162,158.1,1.24M,-1.64%
02/24/2020,161.45,168.9,168.9,160.12,1.47M,-2.91%
02/21/2020,166.29,168,169.99,166,577.20K,-0.89%
02/20/2020,167.78,168.02,169,165,1.32M,-1.65%
02/19/2020,170.59,171.9,174.5,169.11,1.68M,-0.69%
02/18/2020,171.78,169,175.5,169,5.38M,1.64%
02/17/2020,169,160.6,171.5,157.51,4.52M,4.15%
02/14/2020,162.26,159.9,163,159.15,1.24M,1.83%
02/13/2020,159.35,156.9,160,154.5,530.30K,1.67%
02/12/2020,156.73,155.85,158.9,154.01,667.20K,1.38%
02/11/2020,154.6,158,158,152.2,792.10K,-0.86%
02/10/2020,155.94,156.61,158,154.11,598.20K,-0.43%
02/07/2020,156.61,160.99,160.99,156,1.26M,-1.68%
02/06/2020,159.28,157.99,160.5,157.98,1.29M,1.71%
02/04/2020,156.6,157.2,159.4,155.01,2.20M,-0.31%
02/03/2020,157.08,163.12,163.12,155,1.99M,-3.70%
01/31/2020,163.12,164.89,165.45,162.15,352.00K,-1.04%
01/30/2020,164.83,164.98,165.97,161,706.40K,0.49%
01/29/2020,164.03,168.7,168.7,163.5,549.00K,-2.29%
01/28/2020,167.87,169,170,166.49,487.50K,-1.22%
01/27/2020,169.95,168.55,170.49,167.6,357.70K,0.55%
01/24/2020,169.02,169.5,171,168.5,691.90K,-0.54%
01/23/2020,169.93,168.99,170.8,168,436.10K,0.88%
01/22/2020,168.45,167.13,170,167.13,530.10K,0.26%
01/21/2020,168.01,169.82,170.9,166,458.40K,-0.32%
01/20/2020,168.55,171,171,166,1.06M,-1.33%
01/17/2020,170.83,170,172.5,169.7,670.10K,0.30%
01/16/2020,170.32,169.26,171.2,168.2,617.60K,-0.28%
01/15/2020,170.8,171.24,171.88,169.1,1.30M,-0.26%
01/14/2020,171.24,170.47,173.25,169.8,848.90K,0.15%
01/13/2020,170.98,169,172,168,2.12M,1.11%
01/10/2020,169.11,169,170,167.25,2.04M,0.62%
01/09/2020,168.07,164,168.4,164,2.78M,4.68%
01/08/2020,160.55,163.5,168.25,159.5,3.02M,-3.82%
01/07/2020,166.93,158.55,167.95,158.55,1.43M,3.54%
01/06/2020,161.23,160.55,163.49,159.98,1.19M,-1.27%
01/03/2020,163.3,169.5,176.5,160.65,7.30M,-2.86%
01/02/2020,168.1,165,168.99,164.1,3.17M,3.18%
01/01/2020,162.92,159,164.2,158.75,675.20K,3.49%
12/31/2019,157.42,159.5,160,156,969.90K,-1.22%
12/30/2019,159.37,164.49,165,157.99,703.60K,-2.35%
12/27/2019,163.21,164.99,166.5,161.25,1.46M,-0.86%
12/26/2019,164.62,159.79,165,158.01,735.50K,4.63%
12/24/2019,157.34,156,159,156,1.09M,0.51%
12/23/2019,156.54,162,162,156,1.38M,-3.53%
12/20/2019,162.26,161.51,163.9,161,836.90K,0.41%
12/19/2019,161.6,166.98,166.98,159.5,1.27M,-2.60%
12/18/2019,165.92,164.56,168.39,163.12,1.13M,0.05%
12/17/2019,165.84,161,167.75,160.3,2.61M,3.09%
12/16/2019,160.87,155.11,161.4,155,1.75M,3.12%
12/13/2019,156.01,155.89,156.7,153.01,1.33M,1.34%
12/12/2019,153.94,153.75,155,150.17,575.50K,0.28%
12/11/2019,153.51,153.46,155.49,152.6,2.47M,0.03%
12/10/2019,153.46,154,154.49,150.03,652.50K,-0.15%
12/09/2019,153.69,156,156,151.01,362.30K,-1.46%
12/06/2019,155.97,158,159.85,155.05,973.50K,-0.80%
12/05/2019,157.23,156.4,161.4,155.5,2.40M,1.66%
12/04/2019,154.66,153.99,156.4,152.99,1.42M,0.67%
12/03/2019,153.63,155,159.39,153,1.81M,-0.08%
12/02/2019,153.75,150,153.75,147.01,2.11M,5.00%
11/29/2019,146.43,142,147,140.6,4.29M,4.24%
11/28/2019,140.48,140,142,139.55,862.80K,-0.21%
11/27/2019,140.78,140.01,142,139,492.90K,1.26%
11/26/2019,139.03,139,142.4,137,4.64M,-0.37%
11/25/2019,139.54,137.9,139.95,137,397.20K,1.19%
11/22/2019,137.9,135.9,138,134.5,451.60K,2.30%
11/21/2019,134.8,139,139,134.01,612.50K,-1.79%
11/20/2019,137.25,141.14,141.14,136.5,458.80K,-2.76%
11/19/2019,141.14,141.5,144,139,849.50K,-0.21%
11/18/2019,141.43,143.25,143.25,140.5,1.37M,-0.24%
11/15/2019,141.77,140.99,143.5,138.5,758.10K,1.26%
11/14/2019,140.01,143.7,145,139,1.12M,-1.39%
11/13/2019,141.99,138.88,142.5,136.3,1.42M,2.85%
11/12/2019,138.06,139.89,139.89,137,431.20K,-0.25%
11/11/2019,138.41,136.5,138.99,136,1.55M,2.21%
11/08/2019,135.42,134.5,136.95,134.07,310.00K,1.10%
11/07/2019,133.94,134,139.89,133.02,790.10K,-0.42%
11/06/2019,134.51,135.5,135.99,134,1.41M,0.34%
11/05/2019,134.05,135,135.9,133.21,988.20K,-0.55%
11/04/2019,134.79,129,135,129,1.59M,4.51%
11/01/2019,128.97,126.5,131.99,126.5,222.40K,0.80%
10/31/2019,127.95,127.25,129.38,127.25,682.40K,0.67%
10/30/2019,127.1,128.49,128.49,125.85,533.00K,-0.75%
10/29/2019,128.06,128.9,128.99,127.25,903.70K,-0.12%
10/28/2019,128.21,127.35,129.5,125.53,539.80K,1.31%
10/25/2019,126.55,127.98,128,126,301.90K,-1.12%
10/24/2019,127.98,127,129,127,322.40K,0.84%
10/23/2019,126.92,127.47,133,126.01,771.30K,-0.07%
10/22/2019,127.01,126.48,127.48,125,382.50K,1.11%
10/21/2019,125.62,128.69,128.69,124,998.50K,-2.39%
10/18/2019,128.69,132.49,132.6,126.81,1.21M,-1.82%
10/17/2019,131.08,134.4,135,130.12,705.00K,-2.47%
10/16/2019,134.4,133,135,132.12,566.90K,0.64%
10/15/2019,133.54,133,133.98,131,1.10M,0.44%
10/14/2019,132.95,133.01,136,132.1,477.00K,-1.93%
10/11/2019,135.56,131.02,136.1,129.4,2.34M,3.58%
10/10/2019,130.87,128.18,131.89,128.15,1.98M,1.52%
10/09/2019,128.91,127.5,129.4,127.25,521.80K,0.89%
10/08/2019,127.77,127.01,128.95,126.5,1.80M,1.00%
10/07/2019,126.5,125.8,128.5,124.52,1.49M,0.38%
10/04/2019,126.02,126.5,128,124.25,788.90K,0.01%
10/03/2019,126.01,125.49,128.9,123.5,1.43M,1.56%
10/02/2019,124.07,119.9,124.5,119.02,1.08M,4.32%
10/01/2019,118.93,118.4,119.32,117.5,122.80K,0.64%
09/30/2019,118.17,120.75,121.49,117.25,428.80K,-1.19%
09/27/2019,119.59,115.97,120,113.1,699.50K,4.02%
09/26/2019,114.97,117.21,117.95,114.16,723.10K,-2.45%
09/25/2019,117.86,119.75,120,117.5,543.80K,-1.84%
09/24/2019,120.07,120.01,121.5,119.05,705.00K,-0.70%
09/23/2019,120.92,123.21,123.99,120.21,305.40K,-2.27%
09/20/2019,123.73,125.25,126,122.55,852.60K,-0.93%
09/19/2019,124.89,122,125.4,122,900.90K,1.62%
09/18/2019,122.9,124,125.44,122,612.20K,-0.73%
09/17/2019,123.8,121.49,125,120.01,1.77M,1.78%
09/16/2019,121.63,119.5,122.15,118.01,732.20K,2.24%
09/13/2019,118.96,122,123.5,118.35,1.20M,-3.50%
09/12/2019,123.28,120.05,127.24,120.05,1.97M,1.28%
09/11/2019,121.72,116,122.1,115.25,1.92M,4.67%
09/06/2019,116.29,111.4,116.98,110,1.10M,4.38%
09/05/2019,111.41,109.99,113.75,108.01,591.70K,1.03%
09/04/2019,110.27,110.5,111,106.5,1.15M,-0.41%
09/03/2019,110.72,112,112.98,109.61,292.30K,-0.24%
09/02/2019,110.99,111,113,110.1,294.70K,1.30%
08/30/2019,109.57,112.24,114,108.21,1.29M,-1.06%
08/29/2019,110.74,114,115,110,690.40K,-2.22%
08/28/2019,113.25,113.89,115.4,113,663.40K,-0.25%
08/27/2019,113.53,115,115.89,110.75,1.51M,-2.07%
08/26/2019,115.93,117,117.95,114.15,184.90K,-1.80%
08/23/2019,118.06,121,121.5,117.56,423.60K,-2.47%
08/22/2019,121.05,120,122.4,118.1,583.00K,1.48%
08/21/2019,119.29,118.5,120.5,117.55,1.00M,1.94%
08/20/2019,117.02,112,117.02,111.7,586.40K,5.00%
08/19/2019,111.45,106.45,111.45,106,475.10K,4.99%
08/16/2019,106.15,103.31,107.02,102.01,813.10K,-0.02%
08/09/2019,106.17,111.5,113.24,105.5,1.35M,-4.25%
08/08/2019,110.88,113.94,115,110,1.12M,-3.04%
08/07/2019,114.36,116.94,117.87,113.25,1.03M,-1.32%
08/06/2019,115.89,115.5,117.9,113.25,703.80K,0.33%
08/05/2019,115.51,117.5,117.89,114,368.00K,-2.09%
08/02/2019,117.97,120.9,120.94,117,372.10K,-1.69%
08/01/2019,120,120.95,121.89,119.03,288.40K,-0.23%
07/31/2019,120.28,119.1,120.51,117.55,644.70K,1.07%
07/30/2019,119.01,120.4,120.45,118.5,800.20K,-1.12%
07/29/2019,120.36,119.53,121.95,119.53,694.10K,0.09%
07/26/2019,120.25,121,121.35,119.75,341.10K,-0.59%
07/25/2019,120.96,119,121.5,118.75,572.80K,0.94%
07/24/2019,119.83,122.45,122.45,118.5,3.29M,-1.71%
07/23/2019,121.92,122,122.49,120.5,1.14M,0.70%
07/22/2019,121.07,119,122,118,1.58M,2.11%
07/19/2019,118.57,118,121,116,1.11M,0.19%
07/18/2019,118.34,122,122,117.01,4.65M,-2.69%
07/17/2019,121.61,121,122.25,120,1.19M,0.99%
07/16/2019,120.42,119.5,121.25,118.8,809.60K,1.21%
07/15/2019,118.98,119,119.5,115.7,1.62M,0.08%
07/12/2019,118.89,119,119.5,118,249.40K,0.50%
07/11/2019,118.3,116.06,119.1,116.06,370.40K,1.79%
07/10/2019,116.22,115.98,117.98,115.63,591.70K,0.64%
07/09/2019,115.48,115.38,117.44,114.31,839.50K,0.09%
07/08/2019,115.38,119.85,119.85,114.51,533.90K,-2.84%
07/05/2019,118.75,121,122.25,117.51,278.30K,-1.71%
07/04/2019,120.82,122,123.94,119.7,1.60M,0.48%
07/03/2019,120.24,117.9,121.99,116.8,525.50K,2.47%
07/02/2019,117.34,115,118,114.5,348.50K,1.88%
07/01/2019,115.17,112.98,115.85,111.99,348.10K,1.69%
06/28/2019,113.26,115,115,110.28,4.94M,-0.97%
06/27/2019,114.37,117,117.8,112.75,879.80K,-1.93%
06/26/2019,116.62,120.11,120.11,116.05,1.27M,-2.66%
06/25/2019,119.81,121,121.65,119,305.60K,-0.39%
06/24/2019,120.28,122.31,122.31,120.05,177.20K,-1.66%
06/21/2019,122.31,123.8,123.8,121.21,502.30K,-0.52%
06/20/2019,122.95,122.49,123.5,122,89.40K,0.75%
06/19/2019,122.03,123.75,124.05,121.72,567.80K,-0.72%
06/18/2019,122.92,123.5,124,122.56,383.90K,-0.34%
06/17/2019,123.34,124.51,124.51,122.5,309.00K,-0.44%
06/14/2019,123.89,125,125,123.6,636.00K,-0.45%
06/13/2019,124.45,124,126.9,123.6,909.60K,-0.53%
06/12/2019,125.11,122.68,125.5,122.6,686.30K,1.98%
06/11/2019,122.68,124.89,124.89,122.01,983.70K,-0.69%
06/10/2019,123.53,126.69,126.69,123,853.20K,-3.05%
06/03/2019,127.42,123,128.4,122,2.06M,3.17%
05/30/2019,123.51,124.43,125.97,122.25,1.84M,-0.74%
05/29/2019,124.43,122.97,125.99,122.97,1.47M,1.20%
05/28/2019,122.96,126.74,127,122,2.87M,-2.98%
05/27/2019,126.74,126,127.99,125,575.80K,0.37%
05/24/2019,126.27,127.13,128.48,125.51,3.29M,-0.68%
05/23/2019,127.13,126.05,128.7,125,1.63M,2.72%
05/22/2019,123.76,120,125.39,119.5,2.18M,3.50%
05/21/2019,119.57,122.65,122.99,118.1,2.84M,-1.65%
05/20/2019,121.57,120.88,123,118.2,1.41M,2.23%
05/17/2019,118.92,121.9,121.9,118,418.80K,-0.74%
05/16/2019,119.81,122.5,122.5,117.12,1.69M,-2.00%
05/15/2019,122.26,122.15,125.95,122,415.90K,-1.35%
05/14/2019,123.93,125.5,125.5,123,421.50K,0.36%
05/13/2019,123.48,124.9,127.5,123,954.50K,-0.27%
05/10/2019,123.81,124.06,125.51,123.4,219.80K,-0.74%
05/09/2019,124.73,125.9,128,124.05,477.50K,-2.08%
05/08/2019,127.38,128,129.12,125,1.04M,-0.34%
05/07/2019,127.81,121.21,128.36,121.21,1.30M,4.55%
05/06/2019,122.25,122.4,123.48,121.03,1.08M,-0.16%
05/03/2019,122.44,125.45,126,121.5,450.70K,-2.93%
05/02/2019,126.13,126.52,126.98,125.1,287.00K,-0.93%
04/30/2019,127.32,128.49,130.2,126.1,1.58M,-0.69%
04/29/2019,128.2,127.75,129.2,125.5,1.65M,0.83%
04/26/2019,127.15,126.92,128.5,126.03,1.42M,0.18%
04/25/2019,126.92,122.51,128.05,122.51,1.69M,3.85%
04/24/2019,122.22,121.5,125,121.25,1.14M,0.69%
04/23/2019,121.38,123.51,123.51,120.01,925.60K,-1.71%
04/22/2019,123.49,128.4,128.4,123.05,424.10K,-2.84%
04/19/2019,127.1,124,130,124,1.76M,2.66%
04/18/2019,123.81,121.25,125.25,121.2,1.48M,2.09%
04/17/2019,121.28,127,127.5,121.17,2.81M,-4.91%
04/16/2019,127.54,129,129.5,126.25,603.40K,-0.37%
04/15/2019,128.01,126,130.89,125.01,2.93M,1.70%
04/12/2019,125.87,125,129.7,123.13,2.50M,1.82%
04/11/2019,123.62,123.89,124.25,121.98,2.14M,0.72%
04/10/2019,122.74,124.99,124.99,120.3,1.08M,-1.23%
04/09/2019,124.27,125.5,128.16,123.25,2.56M,-0.81%
04/08/2019,125.29,124.6,126.5,122.51,267.90K,0.51%
04/05/2019,124.65,125.01,126,124,1.52M,-0.39%
04/04/2019,125.14,126.55,126.9,123.02,1.59M,-1.11%
04/03/2019,126.55,129.57,129.57,126.01,306.70K,-1.57%
04/02/2019,128.57,132.05,133,126,441.40K,-2.60%
04/01/2019,132,132.9,133.4,130.65,1.90M,-0.37%
03/29/2019,132.49,134,137,131.1,2.14M,-1.57%
03/28/2019,134.6,135.97,137,133.1,911.10K,-1.02%
03/27/2019,135.99,136.5,140,135,628.70K,-0.21%
03/26/2019,136.27,136.9,136.9,135.27,250.30K,-0.21%
03/25/2019,136.55,137.25,137.45,135,471.40K,-0.02%
03/22/2019,136.58,136.99,137.45,135.97,237.70K,0.48%
03/21/2019,135.93,135,137.2,133.2,380.80K,0.24%
03/20/2019,135.6,136.2,136.2,134.2,1.34M,0.00%
03/19/2019,135.6,137,137.01,134.25,895.00K,-1.19%
03/18/2019,137.23,132.5,137.9,131.98,672.70K,3.27%
03/15/2019,132.89,134.06,135.68,131.99,430.10K,-1.57%
03/14/2019,135.01,133.76,136,133.76,284.30K,-0.01%
03/13/2019,135.03,134.5,135.53,133.5,380.10K,0.81%
03/12/2019,133.94,136.1,136.99,132.99,551.20K,-1.49%
03/11/2019,135.96,137,138.8,135,846.90K,-0.01%
03/08/2019,135.98,136.99,136.99,135.5,1.11M,-0.42%
03/07/2019,136.56,137.5,138,136.05,929.90K,-0.01%
03/06/2019,136.58,137,137.75,136,561.90K,-0.95%
03/05/2019,137.89,138,139,136,890.10K,-0.10%
03/04/2019,138.03,136.01,139.4,136.01,2.37M,1.84%
03/01/2019,135.53,132,136.35,131.89,1.86M,3.12%
02/28/2019,131.43,131.5,132.8,128,1.34M,1.01%
02/27/2019,130.12,128,131,123,1.57M,0.81%
02/26/2019,129.07,130,131.99,127.25,1.33M,-0.78%
02/25/2019,130.09,134,134,129.5,992.00K,-2.56%
02/22/2019,133.51,135.13,135.13,130.8,1.47M,-1.20%
02/21/2019,135.13,140.19,140.28,132.53,2.49M,-3.04%
02/20/2019,139.36,136.01,139.9,136,2.12M,1.36%
02/19/2019,137.49,140.99,140.99,136.12,697.80K,-2.16%
02/18/2019,140.52,142,142,139.7,789.50K,-0.29%
02/15/2019,140.93,141.99,142.5,140.1,604.00K,-0.25%
02/14/2019,141.28,140.2,142,138.23,1.36M,0.66%
02/13/2019,140.35,140.98,142.94,139.98,1.10M,0.31%
02/12/2019,139.91,142.9,144,137.5,1.21M,-1.56%
02/11/2019,142.13,148,148.3,139.99,1.37M,-2.46%
02/08/2019,145.72,149.49,149.91,144.1,1.77M,-2.02%
02/07/2019,148.73,150,150.5,148.15,1.72M,-0.50%
02/06/2019,149.48,152,152.1,149.05,612.50K,-1.29%
02/04/2019,151.43,150.71,152.98,150.5,922.40K,0.40%
